FECHA ,FUENTE,TEXTO,LINK ,ETIQUETA
19 julio 2021,MONGABAY,"La minería en los ríos de esta zona no es ilegal solo porque carezca de permisos y títulos. También lo es porque viola las leyes de origen de los pueblos indígenas amazónicos como los bora miraña, makuna, uitoto y aduche, a lo largo de las cuencas. Según su cosmogonía, son los espíritus guardianes del agua los únicos que pueden autorizar la extracción del oro. A ellos nadie les ha vuelto a preguntar “y por eso es que llegan las desgracias”, afirma la lideresa uitoto Nazareth Cabrera.
“Los dineros de la minería salen de los lugares en donde se explota. Lo que sí quedan son las consecuencias ambientales y sociales”,  explica María Camila Munar, asesora de la Fundación GAIA Amazonas.

",https://es.mongabay.com/2021/07/mineria-ilegal-en-el-rio-caqueta-continua-el-peligro-para-los-indigenas-amazonicos-de-colombia/,MINERIA ILEGAL
"mayo 09, 2023",LAS 2 ORILLAS,"La tala ilegal, la ganadería y la expansión de tierras agrícolas han destruido un 75 % de los bosques del departamento en las últimas décadas, la deforestación y el conflicto han sido dos de los problemas más significativos que han afectado durante décadas al departamento de Caquetá, Como otras regiones del sur del país, Caquetá ha sido sitio de violencia intensa y degradación ambiental, con ambos problemas que, a menudo, se interceptan y exacerban el uno al otro, La deforestación es uno de las dificultades ambientales más importantes en Colombia, ya que el país pierde un estimado de 220.000 hectáreas de bosque al año, pero en Caquetá, la deforestación ha sido particularmente grave.",https://www.las2orillas.co/por-que-esta-desatada-la-deforestacion-en-caqueta/,DEFORESTACION 
2020-06-23 00:00:00,RCN RADIO ,"Sin el servicio de acueducto se encuentran los municipios de Curillo, Solita y Solano, en el sur del Caquetá, luego de que, a través de redes sociales, circularan imágenes en las que se envidenciaban una mancha de petróleo que cayó al río Caquetá, frente a esta situación, el director territorial de Corpoamazonia, Mario Ángel Barón, manifestó que la emergencia ambiental se habría generado por la perforación de una línea de conducción de petróleo, en la zona baja del vecino departamento del Putumayo.",https://www.rcnradio.com/colombia/llanos/derrame-de-petroleo-dejo-tres-municipios-del-caqueta-sin-agua-potable,MINERIA ILEGAL
29 agosto 2022,EFE:,"A pesar de que la deforestación está prohibida en el Guaviare por el Estado colombiano y las disidencias, la selva amazónica, que ocupa prácticamente la totalidad del territorio, sigue menguando año a año, agonizando entre llamas, y dando paso a un inmenso potrero.


Cuesta pensar en que en algún momento todo estuviera lleno de selva, como cuentan los habitantes del Guaviare, pues los parches “tumbados”, cuadrados perfectos de bosque quemado y deforestado, se pueden apreciar desde el aire pero, sobre todo, transitando las “trochas” (caminos) que conectan municipios y veredas en las que el ojo no alcanza a ver dónde acaban los potreros de cientos de hectáreas en los que contrasta la poca cantidad de vacas.

",https://efe.com/mundo/2022-08-29/guaviare-selva-deforestacion-llamas-vacas/,DEFORESTACIÓN
17/10/2019,SEMANA ,"La Amazonia colombiana concentró más del 57% de las alertas tempranas por deforestación que acaban de ser publicadas por el Ideam. La Macarena, Sierra Nevada de Santa Marta y Chiribiquete fueron los Parques Nacionales más afectados por la motosierra, En el primer trimestre, este departamento perdió más de 14.000 hectáreas boscosas y concentró 24,3 por ciento de las alertas tempranas por deforestación, cifra que en el mismo periodo de 2018 fue del 12,1 por ciento. El Ideam identificó 305 parches con áreas superiores a las 10 hectáreas, de los cuales 13 superaron las 50 hectáreas. ",https://www.semana.com/impacto/articulo/el-ideam-alerto-sobre-la-deforestacion-que-afecta-a-guaviare/47114/,DEFORESTACIÓN
2020-05-06 00:00:00,CARACOL RADIO,"Sin importar la profundidad y la corriente del río Guaviare, mineros de subsistencia arriesgan su vida a diario en las aguas, sin que ninguna autoridad legal medie para proteger este sector de la economía informal, un sin numero de personas llegan a Puerto Tolima desde muy temprano a recolectar gravilla desde la profundidad del caudaloso río con un balde con el cual se introducen hasta el fondo para pescar el material y arrojarlo en una canoa, por cada metro cubico reciben 10.000 pesos y en el día pueden llegar a conseguir unos 50.000 pesos para alimentar su familia.",https://caracol.com.co/radio/2020/06/06/regional/1591394868_365377.html,MINERIA ILEGAL
12 de marzo 2021,EL TIEMPO ,"en el operativo se encontraron 12 computadores portátiles –que tendrían claves sobre las finanzas de la red ilegal– y una nevera en la que se guardaban licores finos para el consumo de ‘Gentil Duarte’, en el cambuche principal estaba la cama del jefe de la disidencia y había ropa de mujer, Además se encontraron 60 equipos de campaña nuevos, 200 kilos de víveres, 9 fusiles, 8 pistolas nueve milímetros, miras telescópicas y 2.547 cartuchos de diferentes calibres, la mayor parte del campamento sigue en pie y sin daño, pues el bombardeo se concentró solo en el sitio que se sabía estaba destinado para la llegada de ‘Gentil Duarte’, quien pasaría la noche en e l lugar.",https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/asi-quedo-el-campamento-bombardeado-por-la-fac-en-guaviare-572809,NARCOTRAFICO
22 mayo 2023,BBC News mundo,"El asesinato de cuatro adolescentes indígenas en el sur de Colombia supone un nuevo obstáculo para el objetivo de ""paz total"" que persigue el gobierno de Gustavo Petro, los jóvenes fueron reclutados forzosamente por las disidencias de la guerrilla de las FARC en su propio territorio y luego, a pesar de que ellos mismos lograron escapar, acabaron perdiendo la vida, la masacre en la que fueron asesinados ocurrió el pasado 17 de mayo en el departamento del Putumayo. El hecho fue denunciado tres días después por la Organización Nacional de los Pueblos Indígenas de la Amazonía Colombiana (Opiac) en redes sociales.",https://www.bbc.com/mundo/noticias-america-latina-65605987,NARCOTRAFICO
29 de mayo del 2023 ,CANAL 1,"Un operativo en conjunto con la Policía Nacional, el Ejército y la Fiscalía permitió darle un golpe al grupo armado  ‘Comandos de Frontera’ de la llamada ‘Segunda Marquetalia’, la operación que se hizo en el departamento de Caquetá logró la captura de siete integrantes del GAOR estructura 48 de esta disidencia, Los capturados deberán responder por delitos como concierto para delinquir agravado, homicidio agravado y tráfico, fabricación o porte de armas de fuego.",https://noticias.canal1.com.co/nacional/caen-siete-miembros-de-la-segunda-marquetalia-en-caqueta/,NARCOTRAFICO
22/03/2019,EL MORICHAL,"El Guainía es sinónimo de agua y vida, siendo uno de los departamentos con mayor presencia de fuentes hídricas dulces de Colombia, que en conjunto con las densas selvas que se levantan sobre su territorio, la convierte en el hogar de miles de especies de fauna y flora, que aporta una gran proporción del oxígeno para un país, que cada día se ahoga en el efecto invernadero.",https://elmorichal.com/mineria-ilegal-radiografia-del-rio-inirida/,CONTAMINACION
27/12/2022,INFOBAE,"Este martes 27 de diciembre, cuatro días después de que una embarcación quedara encallada en el río Putumayo y causara derrame de combustible, las autoridades de socorro del departamento recomendaron a la población aledaña no consumir el agua ni el pescado de la fuente hídrica. Además, están buscando alternativas para resolver esta crisis ambiental mediante un puesto de mando unificado (PMU).",https://www.infobae.com/america/colombia/2022/12/27/derrame-de-combustible-en-rio-putumayo-causa-contaminacion-piden-no-beber-agua-ni-comer-pescado/,CONTAMINACION
2022-06-09 00:00:00,0,"Líderes indígenas reunidos este martes en Lima (Perú) advirtieron que la Amazonia se encuentra en “alerta roja”, porque el 26 % de su ecosistema ha sido destruido irreversiblemente por la deforestación, la contaminación y el narcotráfico.",https://www.semana.com/mundo/articulo/lideres-indigenas-la-amazonia-esta-en-alerta-roja-por-deforestacion-y-contaminacion/202254/,DEFORESTACION 
18/06/2022,EL ESPECTADOR ,"En Leticia, capital del Amazonas, hay otro grave problema ambiental: sus humedales están seriamente amenazados por, entre otras cosas, residuos sólidos y cultivo de peces no nativos. Esta situación también está causando una difícil situación de salud pública.",https://www.elespectador.com/ambiente/amazonas/la-crisis-ambiental-de-los-humedales-de-la-capital-del-amazonas/,CONTAMINACION AMBIENTAL
2023-09-04 00:00:00,EL ESPECTADOR ,"Desde que comenzó la pandemia la minería ilegal en la Amazonia colombiana ha incrementado. Además de las problemáticas ambientales que trae el mercurio utilizado en estas actividades, monitoreos satelitales evidenciaron que desde 2020 ha aumentado más del 1.000 % sobre el río Puré y los mineros tienen enclaves en el Parque Nacional Natural Río Puré, a pocos kilómetros de un pueblo en aislamiento.",https://www.elespectador.com/ambiente/amazonas/la-crisis-ambiental-de-los-humedales-de-la-capital-del-amazonas/,MINERIA ILEGAL 
15/12/2022,DIALOGO AMERICAS,"La Fuerza Pública de Colombia no descansa en la lucha contra el narcotráfico, logrando resultados cada vez más contundentes. A finales de octubre las autoridades destruyeron 71 laboratorios ilegales de organizaciones narcotraficantes en la región Amazónica colombiana, informó la Armada de Colombia en un comunicado.",https://www.elespectador.com/ambiente/amazonas/la-crisis-ambiental-de-los-humedales-de-la-capital-del-amazonas/,NARCOTRAFICO
16/04/2023,VANGUARDIA,"Los disidentes de las Farc preguntaban por la ubicación de 450 kilos de marihuana de variedad cripa, que estaban ocultos en algún lugar del vasto Amazonas. El traficante se negaba a entregar el botín y soportó durante ocho horas los más crueles castigos.",https://www.vanguardia.com/colombia/el-narcotrafico-del-amazonas-es-dominado-por-las-disidentes-de-las-farc-y-las-bandas-brasileras-IH6548587,NARCOTRAFICO
2023-09-05 00:00:00,EL COLOMBIANO,"Las conclusiones, recopiladas en un artículo recientemente publicado en la revista Nature, surgen al comparar la capacidad de resistir la falta de agua de las diferentes especies de árboles de la región y constatar que la tolerancia a la sequía de los árboles de la selva amazónica puede variar en función de la especie.",https://www.elcolombiano.com/medio-ambiente/arboles-de-la-amazonia-estan-en-riesgo-de-desaparecer-por-la-sequia-que-causa-deforestacion-y-cambio-climatico-JD21334683,SEQUIA
27/01/2023,EL NUEVO SIGLO,"MÁS de un tercio de la Amazonía se habría degradado por la actividad humana y las sequías, dijeron investigadores, y se requieren acciones para proteger ese ecosistema crucial.",https://www.elnuevosiglo.com.co/articulos/01-27-2023-un-tercio-de-la-amazonia-se-degrado-por-el-hombre-y-las-sequias,SEQUIA
2022-09-11 00:00:00,INIGHT CRIME,"A medida que los precios del oro se han disparado, ha surgido un auge de la minería en toda la cuenca amazónica, dejando una profunda huella ambiental. La minería ilegal se ha convertido en uno de los principales motores de la deforestación en la Amazonía, sobre todo en Venezuela, Guyana y Surinam. Aunque también contribuye a la pérdida de bosques en Bolivia y Ecuador, no es el principal motor, por lo que este informe se centrará en la extracción de oro en los primeros países.",https://es.insightcrime.org/investigaciones/bajo-superficie-mineria-ilegal-oro-amazonas/,
30 DE OCTUBRE DE 2022,aliados/as-ojopublico,"Las rutas del oro ilegal: mapas satelitales muestran expansión minera en la Amazonía. En Brasil, Colombia y Perú países que comparten territorios limítrofes y que en los últimos años han registrado el avance de diferentes delitos ambientales existen 9.060 zonas de explotación minera en más de 32.000 kilómetros cuadrados de la Amazonía.
En esta zona de frontera compartida por los tres países, la Fundación para la Conservación y el Desarrollo Sostenible (FCDS) ha identificado el avance de la actividad aurífera ilegal sobre comunidades indígenas, a través de ocho rutas fluviales y áreas protegidas donde se han instalado balsas y maquinaria conocida como dragas para la extracción de oro.
",https://ojo-publico.com/ambiente/territorio-amazonas/mineria-ilegal-oro-avanza-la-amazonia-brasil-colombia-y-peru,
18 DE MARZO DE 2023,INFOBAE,"Uno de los panoramas que evidenció el Sinchi (Instituto Amazónico de Investigaciones Científicas) tiene que ver con el cambio climático donde se indicó que, si se pierde el 40% de la selva tropical, los bosques podrían dirigirse a un punto de inflexión o punto de no retorno, donde el bosque restante eventualmente transformarse en un ecosistema de sabana. En Colombia la región amazónica representa el 42,3% del territorio con una superficie estimada de 483.164 km. En esta área, el 14% está dominado por tierras agrícolas, vegetación secundaria y bosques fragmentados. Actualmente, el 86% del área corresponde a áreas naturales en buen estado de conservación, donde los bosques son la cobertura dominante.",https://www.infobae.com/colombia/2023/03/18/la-amazonia-colombiana-perderia-4-millones-de-hectareas-de-bosques-para-2040/,CAMBIO CLIMATICO
15 julio 2021,BBC News mundo,"El impacto de las regiones de las amazonas que ahora emiten más carbono del que absorben La deforestación y el cambio climático están alterando la capacidad de la selva amazónica de absorber dióxido carbono, de acuerdo con un nuevo estudio.
Significativas áreas de la selva tropical más grande del planeta han comenzado a emitir más CO2 del que absorben.
El área sureste es la más afectada, dicen los científicos, con tasas más altas de pérdida de árboles y un incremento en el número de incendios.
Las temperaturas allí han aumentado tres veces el promedio mundial durante los meses más calurosos.
",https://www.bbc.com/mundo/noticias-57820472,DEFORESTACION Y CAMBIO CLIMATICO
20 DE MARZO 2023,MONGABAY,"un estudio publicado en la revista Nature logró determinar que poco más de 3 millones de hectáreas de bosque amazónico fueron deforestadas para actividades ilícitas entre 1985 y 2019. Los resultados del análisis de 34 años mostraron que “la gran mayoría de la deforestación se atribuye a tierras estables de ganadería”.
El estudio titulado La expansión posconflicto del cultivo de coca y la ganadería ilícita en Colombia, publicado en febrero de 2023, muestra que el incremento exponencial en la pérdida de bosque para pasturas ganaderas empezó a darse luego de la firma del Acuerdo de Paz con la guerrilla de las Fuerzas Armadas Revolucionarias de Colombia (FARC) a finales de 2016. “El Acuerdo indicaba el fin de la conservación a punta de pistola liderada por las FARC. 
",https://es.mongabay.com/2023/03/deforestacion-amazonia-colombiana-ganaderia-bosques/,DEFORESTACION
09 DE ABRIL DE 2023,ELESPECTADOR,"Según monitoreo de la Alianza Regional Amazónica para la Reducción de los Impactos de la Minería de Oro, integrada por varias organizaciones de la sociedad civil, se ha identificado un aumento de lanchas, balsas y dragones en ríos como Puré, Cotuhé y Caquetá, en donde la explotación de oro puede estar realizándose tanto por mineros colombianos como brasileños. En el río Puré (ubicado en el departamento del Amazonas, entre los ríos Caquetá y Putumayo) durante 2022 se identificaron 357 balsas y dragones, un incremento de más del 1.000 % con respecto a 2020, cuando se reportaron 25. Estos registros se llevan a cabo, entre otros recursos, gracias a imágenes satelitales. ",https://www.elespectador.com/ambiente/amazonas/el-aumento-de-la-mineria-ilegal-amenaza-a-un-pueblo-del-amazonas-en-aislamiento/,MINERIA ILEGAL
28 DE OCTUBRE DE 2022,INFOBAE,"Por la destrucción de las dragas que son utilizadas para la extracción minera en el rio puré y cotuhé de las amazonas, se genera un gran impacto ambiental, ecosistemas y afluentes hídricos, en el marco de estas operaciones se estarían vertiendo alrededor de entre 5 y 7 gramos de mercurio por cada gramo de oro que se estarían extrayendo de los afluentes hídricos.","https://www.google.com/search?q=mineria+ilegal+del+amazonas+en+colombia&oq=mineria+ilegal+de&aqs=chrome.0.69i59j69i57j0i512l8.8047j0j7&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:c19b688e,vid:Cwzar7i7a8o",CONTAMINACION AMBIENTAL
"02 Diciembre , 2022",RADIO NACIONAL DE COLOMBIA,"uno de los motores de la deforestación en Colombia, Según cifras del Ideam, solo en 2021 se deforestaron 174.113 hectáreas en el país, especialmente en la Amazonía.
La principal causa de la deforestación a nivel mundial es la agricultura comercial y la ganadería extensiva, la deforestación además no es solo la pérdida de la cobertura vegetal, porque abarca afectaciones a diferentes tipos de ecosistemas, como sabanas, páramos, que son ecosistemas estratégicos y prestan servicios ambientales importantes como reservorios de recursos hídricos y hábitat de especies nativas.
","https://www.radionacional.co/actualidad/medio-ambiente/deforestacion-en-colombia-ganaderia-extensiva-y-sus-consecuencias#:~:text=2022%20%2D%2007%3A20-,Ganader%C3%ADa%20extensiva%2C%20uno%20de%20los%20motores%20de%20la%20deforestaci%C3%B3n%20en,pa%C3%ADs%2C%20especialmente%20en%20la%20Amazon%C3%ADa.",GANADERIA EXTENSIVA Y DEFORESTACIÓN
04 de septiembre de 2019,NATIONAL GEOGRAFIC," Ningún continente se ha librado del fuego, pero la zona de la que más se habla es de la gran cantidad de incendios que están destruyendo el Amazonas. Aún no se puede saber si el área afectada por incendios es mayor que la del año pasado, pero sí se conoce que, como apuntan desde Greenpeace, el número de incendios surgidos entre enero y finales de agosto ha sido un 145% mayor que en el mismo período de 2018. Aunque también es cierto que el número de incendios de este año no es mayor que la media de los últimos 18 años (desde que los satélites de la NASA son capaces de monitorizarlos), según los datos científicos.",https://www.nationalgeographic.com.es/naturaleza/diferencias-entre-incendios-amazonas-y-espana_14646,CAMBIO CLIMÁTICO
30 DE SEPTIEMBRE DE 2021,EFEverde,"Al mismo tiempo, la deforestación se ha disparado a niveles sin precedentes, pues aumentó en un 83 % en la primera mitad del año pasado en comparación con el mismo periodo de 2019. Justamente la deforestación, conducida por una inestabilidad constante, está acelerando la crisis climática global.

Al mismo tiempo, los ecosistemas amazónicos se están volviendo menos capaces de resistir los efectos del cambio climático por la deforestación y la polución.",https://efeverde.com/amazonia-colombiana-crisis-ambiental-firma-paz/,
18 DE JULIO DE 2019,ELTIEMPO,"El estudio 'Contenido de mercurio en comunidades étnicas de la subregión planicie de la Amazonia colombiana' arroja datos alarmantes sobre las consecuencias del mercurio en la salud humana y en el ecosistema de los ríos Caquetá, Apaporis, Puré y Cotuhé. Este territorio ha estado expuesto a varias olas extractivas y conflictos que ponen en riesgo sus ecosistemas. Uno de los fenómenos que ha afectado la zona es la minería ilegal, actividad en la que se utiliza el mercurio, dice el estudio realizado a través de la Dirección Territorial Amazonia, y con el apoyo de la Universidad de Cartagena y la Fundación Gordon and Betty Moore.",https://www.eltiempo.com/vida/medio-ambiente/cifras-sobre-el-mercurio-en-la-amazonia-389664,CONTAMINACIOÓN POR MINERIA
09 de Marzo de 2023,SALUD,"Las poblaciones del Amazonas sufrieron una selección natural a causa del patógeno del Chagas y su genética se fue adaptando hasta tener una variante resistente a esta enfermedad, según ha descubierto un estudio coliderado por el Instituto de Biología Evolutiva (IBE-CSIC-UPF) y la Universidad de Sao Paulo (Brasil).",https://www.20minutos.es/salud/biologia-chagas-hallan-una-variante-genetica-que-protege-del-chagas-a-habitantes-del-amazonas-5108016/,Indigenas
02 de Septiembre de 2020,Colombia,"Cuando alguien se atrevía a afirmar o a vaticinar que la selva amazónica sería tan solo un buen recuerdo si la deforestación y los incendios se seguían produciendo en ella, muchos se iban en contra de quien pronunciaba dichas palabras y lo consideraban exagerado, pues resulta que al paso que vamos, esos comentarios parecerán una dura sentencia contra una región que no para de arder.
",https://www.colombia.com/actualidad/internacionales/los-incendios-no-se-apagan-en-el-amazonas-279403,Deforestacion 
12 de Enero de 2023,Internacional,"La Armada colombiana rescató a 23 personas que estaban a la deriva en dos embarcaciones, una de ellas de bandera brasileña, en el río Amazonas, informó este viernes la institución castrense.

","
https://www.20minutos.es/noticia/5091851/0/rescatan-en-colombia-a-23-personas-que-estaban-a-la-deriva-en-el-rio-amazonas/
",
18 de Marzo de 2023,INFOBAE,Desde que el Estado colombiano firmó el Acuerdo Final de Paz con la guerrilla de las Fuerzas Armadas Revolucionarias de Colombia (Farc) en 2016 se evidenció que la Amazonía se ve amenazada por la deforestación acelerada.,https://www.infobae.com/colombia/2023/03/18/la-amazonia-colombiana-perderia-4-millones-de-hectareas-de-bosques-para-2040/,Deforestacion 
05 de Abril de 2023,El Espectador,"Desde que comenzó la pandemia la minería ilegal en la Amazonia colombiana ha incrementado. Además de las problemáticas ambientales que trae el mercurio utilizado en estas actividades, monitoreos satelitales evidenciaron que desde 2020 ha aumentado más del 1.000 % sobre el río Puré y los mineros tienen enclaves en el Parque Nacional Natural Río Puré, a pocos kilómetros de un pueblo en aislamiento.","https://www.elespectador.com/ambiente/amazonas/el-aumento-de-la-mineria-ilegal-amenaza-a-un-pueblo-del-amazonas-en-aislamiento/
",Mineria Ilegal
24 de Noviembre de 2022,Euronews,"Una operación especial de las Fuerzas Militares y la Policía en el marco del Plan Perseo ha destruido los equipos de producción minera que, según las investigaciones, pertenecían a grupos armados vinculados al narcotráfico.","https://es.euronews.com/2022/11/24/la-policia-y-el-ejercito-de-colombia-desmantelan-la-mina-ilegal-que-devastaba-las-selvas-d
",Mineria Ilegal
15 de Diciembre de 2022,Dialogo Americas,"La Fuerza Pública de Colombia no descansa en la lucha contra el narcotráfico, logrando resultados cada vez más contundentes. A finales de octubre las autoridades destruyeron 71 laboratorios ilegales de organizaciones narcotraficantes en la región Amazónica colombiana, informó la Armada de Colombia en un comunicado.","https://dialogo-americas.com/es/articles/autoridades-colombianas-destruyen-71-narco-laboratorios-en-la-amazonia/
 
",Narcotrafico
03 de Enero de 2023,El Pais,"En Güerima, Vichada, a las puertas de la Amazonía colombiana, las antiguas pistas del narcotráfico sirven para transportar cacao a los campesinos que abandonaron los cultivos ilícitos en esta región pobre, despoblada y sin carreteras",https://elpais.com/america-colombia/2023-01-03/el-pueblo-colombiano-que-cambio-la-coca-por-cacao.html,Narcotrafico
25 de Febrero de 2023,RTVE,"La deforestación sin freno de la selva amazónica ha disparado las alarmas en Colombia. Hay una combinación de factores pero el principal enemigo de los bosques no es el cultivo de coca, ni la minería ilegal.
Según los expertos, los bosques colombianos se enfrentan a un nuevo enemigo: la ganadería, que se ha convertido en uno de los principales motores de la deforestación.",https://www.rtve.es/noticias/20230225/ganaderia-deforestacion-colombia/2427635.shtml,GANADERIA Y DEFORESTACIÓN
28 de Mayo de 2023,El Pais,"Sobre la ciudad de San José del Guaviare, un remanso en la Amazonia colombiana, un helicóptero de la época de la guerra en Vietnam repleto de agentes de la policía judicial y el Ejército se eleva hacia el cielo. A medida que vuela hacia el sur, el mosaico de fincas ganaderas atravesado por caminos de arcilla roja se disuelve en parches de vegetación desfigurados por la deforestación. ",https://elpais.com/america-futura/2023-05-28/los-bosques-de-colombia-victimas-silenciosas-de-la-guerra-contra-las-drogas.html,Narcotrafico
6 Septiembre 2017,SEMANA,"Eso es lo que está pasando en San Vicente del Caguán, el municipio más deforestado del Caquetá con 18.000 hectáreas derribadas el año pasado, desde principios de agosto varios pobladores de la zona han ingresado a un área de reserva forestal instituida por la propia comunidad para tumbar el bosque y establecer pastos para la ganadería. El saldo, dice él, son al menos 2.000 hectáreas deforestadas hasta ahora y con grandes posibilidades de aumentar en los próximos meses.",https://www.semana.com/medio-ambiente/articulo/talas-de-arboles-en-caqueta-y-la-amazonia-colombiana-por-culpa-de-la-ganaderia/38577/,DEFORESTACION
21 Abril 2021,FAC,"se logró la captura de tres personas por el delito de aprovechamiento ilícito de los recursos naturales.

Las personas, que fueron capturadas en flagrancia, venían realizando un invaluable daño ambiental al acabar con la vida de cerca de 1.300 árboles del sector, siendo además reincidentes en el mismo delito, los aprehendidos se encuentran direccionados al parecer, por el Grupo Armado Organizado residual frente ‘Jorge Briceño Suárez ’.",https://www.fac.mil.co/es/noticias/capturados-3-hombres-por-delitos-ambientales-en-caqueta,RECURSOS ILICITOS
21 Abril 2017,EL TIEMPO,"La mayor parte de la deforestación se debe a la construcción de vías terciarias, no porque destruyan los bosques, sino porque es por ahí que llegan los nuevos colonos. Le sigue la tala y quema para ganadería, y en tercer lugar, los cultivos de coca que han aumentado en el departamento. Esto ocurre en zonas con bosques que tardaron miles de años en crecer y que son el hogar de una flora y fauna única.",https://www.eltiempo.com/vida/medio-ambiente/la-selva-del-guaviare-y-su-lucha-contra-la-deforestacion-119808,DEFORESTACION
23 Julio 2015,POLICIA ,"La operación dignidad uno se llevó a cabo en el Rio Vaupés, en  la desembocadura del caño Cuyarí donde sin importar las condiciones geográficas unidades del Escuadrón Motorizado Delta, en atención a la necesidad de proteger, cuidar y  conservar el medio ambiente lograron la captura de 11 personas  en edades promedio de 19 a 59 años de edad y tres menores de edad, fueron sorprendidos  en  flagrancia en momentos en que extraían material de arrastre del río Vaupés, lo cual al parecer estaría originando incisión general del cauce, erosión remontante,  descenso en los niveles freáticos, pérdida de la flora y la fauna acuáticas y en general, desequilibrio del río.",https://www.policia.gov.co/noticia/en-defensa-del-r%C3%ADo-vaup%C3%A9s-ofensiva-contra-la-miner%C3%ADa-ilegal,EXTRACCION DE RECURSOS NATURALES
01 Septiembre 2015,EL UNIVERSAL,la corte constitucional ordenó suspednder cualquier actividad minera en un millon de hectareas en los departamentos  de vaupés y Amazonas.,https://www.eluniversal.com.co/colombia/suspenden-explotacion-minera-en-un-millon-de-hectareas-en-amazonas-y-vaupes-204497-FTEU306201,MINERIA ILEGAL
02 Mayo 2019,FAC,"Tras una constante presión militar ejercida por tropas del Ejército Nacional y de la Armada de Colombia, que inició en el departamento de Vichada, fue incautada más de media tonelada de clorhidrato de cocaína, que era transportada a bordo de una embarcación sobre el río Guainía, en el municipio de Inírida.",https://www.fac.mil.co/es/noticias/incautaron-media-tonelada-de-cocaina-en-el-rio-guainia,NARCOTRAFICO
05 Marzo 2023,CARACOL RADIO,"la alcaldía de San Vicente del Caguán dio a conocer que “debido a los últimos acontecimientos ocurrido en las plataformas Capella, en la vereda los Pozos y Bruselas, se han ocasionado derrames de sustancias químicas que pueden llegar a contaminar fuentes hídricas cercanas”.",https://caracol.com.co/2023/06/01/madera-plastica-una-iniciativa-para-ponerle-fin-al-hurto-de-rejillas-de-hierro-en-neiva/,CONTAMINACION
13 Enero 2022,SEMANA,"La búsqueda por encontrar una gota de agua es algo que a los habitantes del departamento del Caquetá cada vez se les hace más difícil. El agua potable en esta parte del país está ausente y niños, jóvenes, adultos e indígenas tratan de hallar alguna solución.",https://www.semana.com/sostenibilidad/medio-ambiente/articulo/sequia-en-caqueta-mas-de-2500-familias-se-encuentran-sin-agua/202226/,ESCASEZ
19 Julio 2021,MONGABAY,"En junio de 2021 varias comunidades indígenas vieron cinco embarcaciones haciendo minería ilegal en el río Caquetá. Imágenes satelitales llegaron a mostrar hasta 19 embarcaciones en el mismo mes en el Río Puré, uno de sus afluentes.",https://es.mongabay.com/2021/07/mineria-ilegal-en-el-rio-caqueta-continua-el-peligro-para-los-indigenas-amazonicos-de-colombia/,MINERIA ILEGAL
16 DE OCTUBRE DEL 2021,RADIO NACIONAL DE COLOMBIA,"Los municipios de Puerto Guzmán, Puerto Leguízamo, Puerto Asís y Puerto Caicedo registraron cerca de 11 mil hectáreas deforestadas, lo que corresponde al 85 % de zonas afectadas por esta problemática ambiental en el Putumayo.                                                                 Los municipios con mayor deforestación han sido Puerto Guzmán, con alrededor de 1.953 hectáreas, y Puerto Leguízamo, con 1.144 hectáreas, en el 2021",https://www.radionacional.co/regiones/putumayo/deforestacion-leguizamo-hectareas-afectadas,DEFORESTACIÓN
9 DE JUNIO DEL 2021,EL ESPECTADOR,"La Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC) en cabeza de Pierre Lapaque reportó una reducción del 7% en el área sembrada con coca en el país, pasando de 154.000 hectáreas en 2019 a 143.000 en 2020. “La capacidad de obtención de cocaína por hectárea se ha incrementado en los últimos años a pesar de la reducción del área sembrada”, señaló el alto funcionario y añadió que en los departamentos de Nariño y Putumayo se completaron tres años consecutivos con reducciones de siembra ilícita",https://www.elespectador.com/judicial/la-unodc-reporto-reduccion-de-siembra-de-coca-en-el-pais-en-un-7-teniendo-143-mil-hectareas-activas/,CULTIVOS ILICITOS
21 JUNIO DEL 2022,DIALOGO AMERICAS,"En lo que va de 2022 y hasta finales de mayo, en el área central del departamento del Chocó, la Fuerza Pública junto con la Fiscalía General de la Nación y la Corporación Autónoma Ambiental del Chocó, Codechocó, ubicaron y destruyeron 20 maquinarias amarillas y 11 dragas y dragones. También destruyeron 49 unidades de producción minera ilegales, 27 motores, y un bote.",https://dialogo-americas.com/es/articles/armada-de-colombia-golpea-mineria-ilegal-en-el-choco/,MINERIA ILEGAL
13 AGOSTO DEL 2023,SEMANA,"La extracción ilícita de minerales no para en diferentes regiones del país, pese a las restricciones existentes de movilidad para controlar la pandemia del coronavirus.                                                                                                                Su nocivo impacto ambiental, por tanto, tampoco da tregua. Un ejemplo de su implacable efecto sobre el medioambiente fue el que encontraron en las últimas horas tropas del Batallón de Artillería Nº. 27, de la Vigésima Séptima Brigada del Ejército Nacional, en la vereda conocida como Las Minas, del corregimiento de Puerto Umbría, en el municipio de Villagarzón (Putumayo). ",https://www.semana.com/medio-ambiente/articulo/destruyen-gigantesco-complejo-de-mineria-ilegal-en-putumayo-i-colombia-hoy/54100/,MINERIA ILEGAL
